"Id do Aeródromo","CIAD","Código OACI","Id to Tipo de Uso","Tipo de Uso","Nome","Município","UF","País","Município Servido","UF Servido","Latitude","Longitude","Altitude","Operação Diurna","Operação Noturna","Id da Pista 1","Designação (Pista 1)","Comprimento (Pista 1)","Largura (Pista 1)","Resistência (Pista 1)","Superfície (Pista 1)","Aeronave Crítica (Pista 1)","Tipo Operação por Cabeceira (Pista 1)","Luzes de Eixo de Pista (Pista 1)","Luzes de Borda de Pista (Pista 1)","Id da Pista 2","Designação (Pista 2)","Comprimento (Pista 2)","Largura (Pista 2)","Resistência (Pista 2)","Superfície (Pista 2)","Aeronave Crítica (Pista 2)","Tipo Operação por Cabeceira (Pista 2)","Luzes de Eixo de Pista (Pista 2)","Luzes de Borda de Pista (Pista 2)","Tipo de Cadastro","Situação","Classe RBAC 153","Perfil Operacional RBAC 153","Classe RBAC 107","Tipo de Operação Internacional (nomenclatura OACI)","Tipo de Operação Internacional (conforme AIP BRASIL)","Certificação Operacional","Portaria de Certificação","Validade do Cadastro","Portaria de Cadastro","Restrição","Referência Cautelar","Amazônia Legal"
826,"AL0024","",1,"Privado","Grupo João Lyra","MACEIÓ","AL","Brasil","","","09°36'17,0""S","035°40'48,0""W","6 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
886,"RN0017","",1,"Privado","Senador Emival Caiado","LAGOA NOVA","RN","Brasil","","","06°04'46,9""S","036°30'08,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
898,"MG0167","",1,"Privado","Fazenda Itatuba","CÁSSIA","MG","Brasil","","","20°25'57,0""S","046°51'35,0""W","689 m","","",4265,"09/27","500 m","18 m","5700 Kg /   0,50 MPa","Grama","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","20/04/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7742.pdf"," ","","não"
1326,"MT0203","SJOX",1,"Privado","Fazenda Alegria","SÃO JOSÉ DO XINGU","MT","Brasil","","","10°35'49,0""S","052°33'15,0""W","342 m","VFR","Sem Operação",2797,"06/24","1350 m","38 m","5670 Kg /   0,50 MPa","Cascalho","","06 - ; 24 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","",""," ","","sim"
1362,"MG0203","SWSH",1,"Privado","Fazenda Agropecuária Nossa Senhora Aparecida","JOÃO PINHEIRO","MG","Brasil","","","17°07'29,0""S","045°36'17,0""W","528 m","VFR","Sem Operação",4452,"08/26","1000 m","23 m","4000 Kg /   0,50 MPa","Terra","","08 - ; 26 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","11/07/2023","https://pergamum.anac.gov.br/arquivos/PA2013-1757.pdf"," ","","não"
1470,"GO0082","SJNX",1,"Privado","Cosmos Aviação Agrícola","CHAPADÃO DO CÉU","GO","Brasil","","","18°24'28,0""S","052°37'48,0""W","832 m","","",4526,"06/24","959 m","30 m","5000 Kg /   0,50 MPa","Cascalho","","06 - ; 24 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","10/06/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8168.pdf"," ","","não"
1542,"MT0444","SWZC",1,"Privado","Fazenda Corixo","PORTO ESPERIDIÃO","MT","Brasil","","","16°14'45,0""S","058°53'40,0""W","150 m","VFR","Sem Operação",4588,"09/27","950 m","20 m","5000 Kg /   0,50 MPa","Grama","","09 - ; 27 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","07/07/2033","https://pergamum.anac.gov.br/arquivos/PA2023-11.739.pdf"," ","","sim"
446,"PA0028","SJTS",2,"Público","Terra Santa","TERRA SANTA","PA","Brasil","Terra Santa","PA","02°04'22,0""S","056°29'20,0""W","25 m","","",2005,"12/30","1000 m","23 m","5700 Kg /   0,50 MPa","Piçarra","","12 - Visual; 30 - Visual",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Interditado",1,"Outras Operações","AP-0","","","não","","01/08/2032","https://pergamum.anac.gov.br/arquivos/PA2022-8567.pdf","Proibição de operações de pouso no aeródromo. Exceto no caso de operações de emergência médica ou de transporte de valores realizadas mediante prévia coordenação com o Operador do Aeródromo.","https://pergamum.anac.gov.br/arquivos/PA2021-4424.pdf","sim"
1658,"PA0155","SIWI",1,"Privado","Miriti Internacional Golfe Marina","MARITUBA","PA","Brasil","","","01°20'19,0""S","048°19'07,0""W","14 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","07/10/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9364.pdf"," ","","sim"
1730,"PA0230","",1,"Privado","Fazenda Cangaia","TAILÂNDIA","PA","Brasil","","","03°00'45,2""S","048°53'56,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","sim"
4780,"RJ0209","",1,"Privado","Condomínio Geral Porto Frade","ANGRA DOS REIS","RJ","Brasil","","","22°59'08,0""S","044°26'34,0""W","2 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
5092,"SP0944","",1,"Privado","Compaq","JAGUARIÚNA","SP","Brasil","","","22°41'24,0""S","047°00'50,0""W","620 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
98,"MG0014","SNYU",2,"Público","ITURAMA","ITURAMA","MG","Brasil","Iturama","MG","19°43'02,0""S","050°13'13,0""W","475 m","VFR","VFR",913,"18/36","1550 m","30 m","10/F/A/Y/T","Asfalto","","18 - Visual; 36 - Visual",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"Outras Operações","AP-0","","","não","","23/09/2030","https://pergamum.anac.gov.br/arquivos/PA2020-2411.pdf"," ","","não"
14402,"SP1430","",1,"Privado","Hospital Regional Rota dos Bandeirantes","BARUERI","SP","Brasil","","","23°32'22,0""S","046°52'27,0""W"," m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Autorizado",,"","","","","não","","",""," ","","não"
7085,"MT0693","",1,"Privado","Fazenda Rio Vermelho","COMODORO","MT","Brasil","","","13°40'48,0""S","060°12'33,0""W","273 m","VFR","Sem Operação",8761,"12/30","600 m","18 m","5600 Kg /   0,50 MPa","Cascalho","","12 - ; 30 - ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","21/12/2030","https://pergamum.anac.gov.br/arquivos/PA2020-3552.pdf"," ","","sim"
3574,"MG0104","SIMV",1,"Privado","Fazenda Mata Velha","UBERABA","MG","Brasil","","","19°50'19,0""S","047°51'01,0""W","732 m","","",4611,"06/24","910 m","30 m","5700 Kg /   0,50 MPa","Grama","","06 - ; 24 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","01/04/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7643.pdf"," ","","não"
3586,"SP0121","SDME",1,"Privado","Marchesan S.A","MATÃO","SP","Brasil","","","21°37'46,0""S","048°23'34,4""W","590 m","VFR","VFR",2306,"13/31","1100 m","20 m","8/F/C/Y/U","Asfalto","","13 - ; 31 - ",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","14/12/2031","https://pergamum.anac.gov.br/arquivos/PA2021-6553.pdf"," ","","não"
3598,"MA0044","SSDI",1,"Privado","Fazenda Bacatuba","BURITI BRAVO","MA","Brasil","","","05°39'30,0""S","043°42'20,0""W","178 m","VFR","Sem Operação",3437,"16/34","900 m","18 m","2155 Kg /   0,50 MPa","Piçarra","","16 - ; 34 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","10/04/2024","https://pergamum.anac.gov.br/arquivos/PA2014-0865.pdf"," ","","não"
3766,"SP0251","SSMV",1,"Privado","Fazenda Boa Vista","PIRASSUNUNGA","SP","Brasil","","","22°02'41,0""S","047°33'36,0""W","750 m","VFR","Sem Operação",4083,"15/33","800 m","20 m","5000 Kg /   0,50 MPa","Terra","","15 - ; 33 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","22/05/2024","https://pergamum.anac.gov.br/arquivos/PA2014-1131.pdf"," ","","não"
3778,"SP0263","SSYB",1,"Privado","Fazenda Bela Manhã","SANTA CLARA D'OESTE","SP","Brasil","","","20°01'04,0""S","050°53'33,0""W","374 m","VFR","Sem Operação",3250,"12/30","650 m","18 m","5700 Kg /   0,50 MPa","Grama","","12 - ; 30 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","26/04/2028","https://pergamum.anac.gov.br/arquivos/PA2018-1282.pdf"," ","","não"
3934,"SP0412","SDQW",1,"Privado","Guararema","GUARAREMA","SP","Brasil","","","23°19'35,0""S","046°07'43,0""W","592 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","11/09/2024","https://pergamum.anac.gov.br/arquivos/PA2014-2119.pdf"," ","","não"
3994,"SP0467","SIBH",1,"Privado","Helicidade","SÃO PAULO","SP","Brasil","","","23°32'48,0""S","046°44'13,0""W","737 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/03/2032","https://pergamum.anac.gov.br/arquivos/PA2022-7597.pdf"," ","","não"
4150,"SP0628","SJIW",1,"Privado","Helicenter Alphaville","SANTANA DE PARNAÍBA","SP","Brasil","","","23°28'31,0""S","046°49'43,0""W","835 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","14/10/2032","https://pergamum.anac.gov.br/arquivos/PA2022-9098.pdf"," ","","não"
4342,"SP0821","SWOP",1,"Privado","APTA","SÃO BERNARDO DO CAMPO","SP","Brasil","","","23°46'05,0""S","046°35'34,0""W","778 m","","",,""," m"," m","","","","; ",,,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/01/2025","https://pergamum.anac.gov.br/arquivos/PA2015-0214.pdf"," ","","não"
4402,"TO0048","SWKE",1,"Privado","Cobrape","FORMOSO DO ARAGUAIA","TO","Brasil","","","11°29'05,9""S","049°57'16,3""W","191 m","VFR","Sem Operação",4604,"15/33","1000 m","18 m","5700 Kg /   0,50 MPa","Cascalho","","15 - ; 33 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","27/11/2024","https://pergamum.anac.gov.br/arquivos/PA2014-2818.pdf"," ","","sim"
4522,"MT0364","SWLV",1,"Privado","Santo Antônio do Leverger","SANTO ANTÔNIO DO LEVERGER","MT","Brasil","","","15°51'04,0""S","056°05'16,0""W","170 m","","",4156,"01/19","1700 m","23 m","16/F/B/X/T","Asfalto","","01 - ; 19 - ",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","10/04/2024","https://pergamum.anac.gov.br/arquivos/PA2021-5573.pdf"," ","","sim"
4666,"RR0106","SWAE",1,"Privado","Uaicas","ALTO ALEGRE","RR","Brasil","","","03°32'42,0""N","063°10'56,0""W","330 m","VFR","Sem Operação",4039,"02/20","800 m","30 m","3/F/B/Z/U","Grama","","02 - ; 20 - ",0,0,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",,"","","","","não","","29/06/2025","https://pergamum.anac.gov.br/arquivos/PA2015-1596.pdf"," ","","sim"
252,"SP0020","SDDN",2,"Público","Paulino Ribeiro de Andrade","ANDRADINA","SP","Brasil","Andradina","SP","20°55'30,0""S","051°22'55,0""W","380 m","","",966,"11/29","1500 m","30 m","12/F/B/Y/T","Asfalto","","11 - Visual; 29 - Visual",0,1,,"","","","","","","",,,"Aeródromo em Terras Brasileiras","Cadastrado",1,"Outras Operações","AP-0","","","não","","22/11/2025","https://pergamum.anac.gov.br/arquivos/PA2022-7344.pdf"," ","","não"
